Date,Habit 1,Habit 2,Habit 3,Habit 4,Habit 5,Habit 6,Habit 7,Habit 8,Habit 9,Habit 10,
2022-01-06,Entry(timestamp=2022-01-06, value=0),Entry(timestamp=2022-01-06, value=2),Entry(timestamp=2022-01-06, value=0),Entry(timestamp=2022-01-06, value=2),Entry(timestamp=2022-01-06, value=2),Entry(timestamp=2022-01-06, value=2),Entry(timestamp=2022-01-06, value=2),Entry(timestamp=2022-01-06, value=2),Entry(timestamp=2022-01-06, value=2),Entry(timestamp=2022-01-06, value=2),
2021-08-28,Entry(timestamp=2021-08-28, value=0),Entry(timestamp=2021-08-28, value=2),Entry(timestamp=2021-08-28, value=2),Entry(timestamp=2021-08-28, value=0),Entry(timestamp=2021-08-28, value=0),Entry(timestamp=2021-08-28, value=2),Entry(timestamp=2021-08-28, value=2),Entry(timestamp=2021-08-28, value=0),Entry(timestamp=2021-08-28, value=0),Entry(timestamp=2021-08-28, value=2),
2021-08-27,Entry(timestamp=2021-08-27, value=0),Entry(timestamp=2021-08-27, value=2),Entry(timestamp=2021-08-27, value=2),Entry(timestamp=2021-08-27, value=2),Entry(timestamp=2021-08-27, value=2),Entry(timestamp=2021-08-27, value=0),Entry(timestamp=2021-08-27, value=2),Entry(timestamp=2021-08-27, value=0),Entry(timestamp=2021-08-27, value=2),Entry(timestamp=2021-08-27, value=2),
2021-08-26,Entry(timestamp=2021-08-26, value=0),Entry(timestamp=2021-08-26, value=2),Entry(timestamp=2021-08-26, value=2),Entry(timestamp=2021-08-26, value=0),Entry(timestamp=2021-08-26, value=0),Entry(timestamp=2021-08-26, value=0),Entry(timestamp=2021-08-26, value=0),Entry(timestamp=2021-08-26, value=2),Entry(timestamp=2021-08-26, value=0),Entry(timestamp=2021-08-26, value=2),
2021-08-25,Entry(timestamp=2021-08-25, value=0),Entry(timestamp=2021-08-25, value=2),Entry(timestamp=2021-08-25, value=0),Entry(timestamp=2021-08-25, value=2),Entry(timestamp=2021-08-25, value=0),Entry(timestamp=2021-08-25, value=0),Entry(timestamp=2021-08-25, value=2),Entry(timestamp=2021-08-25, value=0),Entry(timestamp=2021-08-25, value=0),Entry(timestamp=2021-08-25, value=0),
2021-08-24,Entry(timestamp=2021-08-24, value=0),Entry(timestamp=2021-08-24, value=0),Entry(timestamp=2021-08-24, value=2),Entry(timestamp=2021-08-24, value=0),Entry(timestamp=2021-08-24, value=2),Entry(timestamp=2021-08-24, value=2),Entry(timestamp=2021-08-24, value=0),Entry(timestamp=2021-08-24, value=2),Entry(timestamp=2021-08-24, value=2),Entry(timestamp=2021-08-24, value=0),
2021-08-23,Entry(timestamp=2021-08-23, value=0),Entry(timestamp=2021-08-23, value=2),Entry(timestamp=2021-08-23, value=2),Entry(timestamp=2021-08-23, value=2),Entry(timestamp=2021-08-23, value=0),Entry(timestamp=2021-08-23, value=2),Entry(timestamp=2021-08-23, value=2),Entry(timestamp=2021-08-23, value=0),Entry(timestamp=2021-08-23, value=2),Entry(timestamp=2021-08-23, value=0),
2021-08-22,Entry(timestamp=2021-08-22, value=0),Entry(timestamp=2021-08-22, value=2),Entry(timestamp=2021-08-22, value=0),Entry(timestamp=2021-08-22, value=2),Entry(timestamp=2021-08-22, value=2),Entry(timestamp=2021-08-22, value=2),Entry(timestamp=2021-08-22, value=0),Entry(timestamp=2021-08-22, value=2),Entry(timestamp=2021-08-22, value=2),Entry(timestamp=2021-08-22, value=0),
2021-08-21,Entry(timestamp=2021-08-21, value=2),Entry(timestamp=2021-08-21, value=0),Entry(timestamp=2021-08-21, value=0),Entry(timestamp=2021-08-21, value=0),Entry(timestamp=2021-08-21, value=0),Entry(timestamp=2021-08-21, value=0),Entry(timestamp=2021-08-21, value=0),Entry(timestamp=2021-08-21, value=2),Entry(timestamp=2021-08-21, value=2),Entry(timestamp=2021-08-21, value=0),
2021-08-20,Entry(timestamp=2021-08-20, value=0),Entry(timestamp=2021-08-20, value=0),Entry(timestamp=2021-08-20, value=2),Entry(timestamp=2021-08-20, value=2),Entry(timestamp=2021-08-20, value=2),Entry(timestamp=2021-08-20, value=0),Entry(timestamp=2021-08-20, value=2),Entry(timestamp=2021-08-20, value=0),Entry(timestamp=2021-08-20, value=2),Entry(timestamp=2021-08-20, value=0),
2021-08-19,Entry(timestamp=2021-08-19, value=2),Entry(timestamp=2021-08-19, value=0),Entry(timestamp=2021-08-19, value=2),Entry(timestamp=2021-08-19, value=2),Entry(timestamp=2021-08-19, value=0),Entry(timestamp=2021-08-19, value=0),Entry(timestamp=2021-08-19, value=0),Entry(timestamp=2021-08-19, value=2),Entry(timestamp=2021-08-19, value=2),Entry(timestamp=2021-08-19, value=0),
2021-08-18,Entry(timestamp=2021-08-18, value=2),Entry(timestamp=2021-08-18, value=2),Entry(timestamp=2021-08-18, value=0),Entry(timestamp=2021-08-18, value=0),Entry(timestamp=2021-08-18, value=2),Entry(timestamp=2021-08-18, value=0),Entry(timestamp=2021-08-18, value=0),Entry(timestamp=2021-08-18, value=0),Entry(timestamp=2021-08-18, value=2),Entry(timestamp=2021-08-18, value=2),
2021-08-17,Entry(timestamp=2021-08-17, value=0),Entry(timestamp=2021-08-17, value=0),Entry(timestamp=2021-08-17, value=0),Entry(timestamp=2021-08-17, value=2),Entry(timestamp=2021-08-17, value=2),Entry(timestamp=2021-08-17, value=0),Entry(timestamp=2021-08-17, value=2),Entry(timestamp=2021-08-17, value=2),Entry(timestamp=2021-08-17, value=0),Entry(timestamp=2021-08-17, value=0),
2021-08-16,Entry(timestamp=2021-08-16, value=0),Entry(timestamp=2021-08-16, value=2),Entry(timestamp=2021-08-16, value=2),Entry(timestamp=2021-08-16, value=0),Entry(timestamp=2021-08-16, value=0),Entry(timestamp=2021-08-16, value=0),Entry(timestamp=2021-08-16, value=0),Entry(timestamp=2021-08-16, value=0),Entry(timestamp=2021-08-16, value=2),Entry(timestamp=2021-08-16, value=2),
2021-08-15,Entry(timestamp=2021-08-15, value=0),Entry(timestamp=2021-08-15, value=0),Entry(timestamp=2021-08-15, value=2),Entry(timestamp=2021-08-15, value=2),Entry(timestamp=2021-08-15, value=2),Entry(timestamp=2021-08-15, value=2),Entry(timestamp=2021-08-15, value=2),Entry(timestamp=2021-08-15, value=2),Entry(timestamp=2021-08-15, value=2),Entry(timestamp=2021-08-15, value=2),
2021-08-14,Entry(timestamp=2021-08-14, value=2),Entry(timestamp=2021-08-14, value=2),Entry(timestamp=2021-08-14, value=0),Entry(timestamp=2021-08-14, value=0),Entry(timestamp=2021-08-14, value=0),Entry(timestamp=2021-08-14, value=0),Entry(timestamp=2021-08-14, value=2),Entry(timestamp=2021-08-14, value=2),Entry(timestamp=2021-08-14, value=0),Entry(timestamp=2021-08-14, value=2),
2021-08-13,Entry(timestamp=2021-08-13, value=2),Entry(timestamp=2021-08-13, value=0),Entry(timestamp=2021-08-13, value=0),Entry(timestamp=2021-08-13, value=0),Entry(timestamp=2021-08-13, value=0),Entry(timestamp=2021-08-13, value=2),Entry(timestamp=2021-08-13, value=2),Entry(timestamp=2021-08-13, value=2),Entry(timestamp=2021-08-13, value=0),Entry(timestamp=2021-08-13, value=0),
2021-08-12,Entry(timestamp=2021-08-12, value=0),Entry(timestamp=2021-08-12, value=0),Entry(timestamp=2021-08-12, value=2),Entry(timestamp=2021-08-12, value=2),Entry(timestamp=2021-08-12, value=2),Entry(timestamp=2021-08-12, value=2),Entry(timestamp=2021-08-12, value=2),Entry(timestamp=2021-08-12, value=0),Entry(timestamp=2021-08-12, value=2),Entry(timestamp=2021-08-12, value=0),
2021-08-11,Entry(timestamp=2021-08-11, value=2),Entry(timestamp=2021-08-11, value=0),Entry(timestamp=2021-08-11, value=2),Entry(timestamp=2021-08-11, value=2),Entry(timestamp=2021-08-11, value=2),Entry(timestamp=2021-08-11, value=0),Entry(timestamp=2021-08-11, value=0),Entry(timestamp=2021-08-11, value=2),Entry(timestamp=2021-08-11, value=0),Entry(timestamp=2021-08-11, value=0),
2021-08-10,Entry(timestamp=2021-08-10, value=0),Entry(timestamp=2021-08-10, value=0),Entry(timestamp=2021-08-10, value=0),Entry(timestamp=2021-08-10, value=0),Entry(timestamp=2021-08-10, value=0),Entry(timestamp=2021-08-10, value=0),Entry(timestamp=2021-08-10, value=0),Entry(timestamp=2021-08-10, value=0),Entry(timestamp=2021-08-10, value=2),Entry(timestamp=2021-08-10, value=2),
2021-08-09,Entry(timestamp=2021-08-09, value=0),Entry(timestamp=2021-08-09, value=0),Entry(timestamp=2021-08-09, value=0),Entry(timestamp=2021-08-09, value=2),Entry(timestamp=2021-08-09, value=0),Entry(timestamp=2021-08-09, value=2),Entry(timestamp=2021-08-09, value=2),Entry(timestamp=2021-08-09, value=0),Entry(timestamp=2021-08-09, value=2),Entry(timestamp=2021-08-09, value=2),
2021-08-08,Entry(timestamp=2021-08-08, value=0),Entry(timestamp=2021-08-08, value=2),Entry(timestamp=2021-08-08, value=0),Entry(timestamp=2021-08-08, value=2),Entry(timestamp=2021-08-08, value=2),Entry(timestamp=2021-08-08, value=2),Entry(timestamp=2021-08-08, value=2),Entry(timestamp=2021-08-08, value=0),Entry(timestamp=2021-08-08, value=0),Entry(timestamp=2021-08-08, value=0),
2021-08-07,Entry(timestamp=2021-08-07, value=0),Entry(timestamp=2021-08-07, value=0),Entry(timestamp=2021-08-07, value=0),Entry(timestamp=2021-08-07, value=0),Entry(timestamp=2021-08-07, value=0),Entry(timestamp=2021-08-07, value=2),Entry(timestamp=2021-08-07, value=2),Entry(timestamp=2021-08-07, value=0),Entry(timestamp=2021-08-07, value=0),Entry(timestamp=2021-08-07, value=0),
2021-08-06,Entry(timestamp=2021-08-06, value=2),Entry(timestamp=2021-08-06, value=2),Entry(timestamp=2021-08-06, value=0),Entry(timestamp=2021-08-06, value=2),Entry(timestamp=2021-08-06, value=0),Entry(timestamp=2021-08-06, value=2),Entry(timestamp=2021-08-06, value=0),Entry(timestamp=2021-08-06, value=0),Entry(timestamp=2021-08-06, value=2),Entry(timestamp=2021-08-06, value=2),
2021-08-05,Entry(timestamp=2021-08-05, value=0),Entry(timestamp=2021-08-05, value=2),Entry(timestamp=2021-08-05, value=0),Entry(timestamp=2021-08-05, value=2),Entry(timestamp=2021-08-05, value=2),Entry(timestamp=2021-08-05, value=2),Entry(timestamp=2021-08-05, value=2),Entry(timestamp=2021-08-05, value=2),Entry(timestamp=2021-08-05, value=0),Entry(timestamp=2021-08-05, value=2),
2021-08-04,Entry(timestamp=2021-08-04, value=2),Entry(timestamp=2021-08-04, value=2),Entry(timestamp=2021-08-04, value=2),Entry(timestamp=2021-08-04, value=2),Entry(timestamp=2021-08-04, value=2),Entry(timestamp=2021-08-04, value=0),Entry(timestamp=2021-08-04, value=2),Entry(timestamp=2021-08-04, value=0),Entry(timestamp=2021-08-04, value=2),Entry(timestamp=2021-08-04, value=0),
2021-08-03,Entry(timestamp=2021-08-03, value=2),Entry(timestamp=2021-08-03, value=2),Entry(timestamp=2021-08-03, value=2),Entry(timestamp=2021-08-03, value=0),Entry(timestamp=2021-08-03, value=0),Entry(timestamp=2021-08-03, value=0),Entry(timestamp=2021-08-03, value=0),Entry(timestamp=2021-08-03, value=0),Entry(timestamp=2021-08-03, value=0),Entry(timestamp=2021-08-03, value=0),
2021-08-02,Entry(timestamp=2021-08-02, value=0),Entry(timestamp=2021-08-02, value=2),Entry(timestamp=2021-08-02, value=2),Entry(timestamp=2021-08-02, value=2),Entry(timestamp=2021-08-02, value=2),Entry(timestamp=2021-08-02, value=0),Entry(timestamp=2021-08-02, value=2),Entry(timestamp=2021-08-02, value=2),Entry(timestamp=2021-08-02, value=0),Entry(timestamp=2021-08-02, value=0),
2021-08-01,Entry(timestamp=2021-08-01, value=2),Entry(timestamp=2021-08-01, value=2),Entry(timestamp=2021-08-01, value=2),Entry(timestamp=2021-08-01, value=0),Entry(timestamp=2021-08-01, value=2),Entry(timestamp=2021-08-01, value=0),Entry(timestamp=2021-08-01, value=2),Entry(timestamp=2021-08-01, value=0),Entry(timestamp=2021-08-01, value=0),Entry(timestamp=2021-08-01, value=2),
2021-07-31,Entry(timestamp=2021-07-31, value=2),Entry(timestamp=2021-07-31, value=0),Entry(timestamp=2021-07-31, value=0),Entry(timestamp=2021-07-31, value=0),Entry(timestamp=2021-07-31, value=2),Entry(timestamp=2021-07-31, value=2),Entry(timestamp=2021-07-31, value=2),Entry(timestamp=2021-07-31, value=0),Entry(timestamp=2021-07-31, value=0),Entry(timestamp=2021-07-31, value=0),
2021-07-30,Entry(timestamp=2021-07-30, value=2),Entry(timestamp=2021-07-30, value=2),Entry(timestamp=2021-07-30, value=2),Entry(timestamp=2021-07-30, value=2),Entry(timestamp=2021-07-30, value=0),Entry(timestamp=2021-07-30, value=2),Entry(timestamp=2021-07-30, value=2),Entry(timestamp=2021-07-30, value=2),Entry(timestamp=2021-07-30, value=2),Entry(timestamp=2021-07-30, value=0),
2021-07-29,Entry(timestamp=2021-07-29, value=0),Entry(timestamp=2021-07-29, value=2),Entry(timestamp=2021-07-29, value=0),Entry(timestamp=2021-07-29, value=0),Entry(timestamp=2021-07-29, value=2),Entry(timestamp=2021-07-29, value=2),Entry(timestamp=2021-07-29, value=0),Entry(timestamp=2021-07-29, value=0),Entry(timestamp=2021-07-29, value=0),Entry(timestamp=2021-07-29, value=2),
2021-07-28,Entry(timestamp=2021-07-28, value=0),Entry(timestamp=2021-07-28, value=0),Entry(timestamp=2021-07-28, value=2),Entry(timestamp=2021-07-28, value=2),Entry(timestamp=2021-07-28, value=2),Entry(timestamp=2021-07-28, value=0),Entry(timestamp=2021-07-28, value=2),Entry(timestamp=2021-07-28, value=0),Entry(timestamp=2021-07-28, value=2),Entry(timestamp=2021-07-28, value=0),
2021-07-27,Entry(timestamp=2021-07-27, value=0),Entry(timestamp=2021-07-27, value=0),Entry(timestamp=2021-07-27, value=0),Entry(timestamp=2021-07-27, value=2),Entry(timestamp=2021-07-27, value=2),Entry(timestamp=2021-07-27, value=0),Entry(timestamp=2021-07-27, value=0),Entry(timestamp=2021-07-27, value=0),Entry(timestamp=2021-07-27, value=2),Entry(timestamp=2021-07-27, value=2),
2021-07-26,Entry(timestamp=2021-07-26, value=0),Entry(timestamp=2021-07-26, value=0),Entry(timestamp=2021-07-26, value=0),Entry(timestamp=2021-07-26, value=2),Entry(timestamp=2021-07-26, value=2),Entry(timestamp=2021-07-26, value=0),Entry(timestamp=2021-07-26, value=0),Entry(timestamp=2021-07-26, value=0),Entry(timestamp=2021-07-26, value=2),Entry(timestamp=2021-07-26, value=2),
2021-07-25,Entry(timestamp=2021-07-25, value=2),Entry(timestamp=2021-07-25, value=0),Entry(timestamp=2021-07-25, value=2),Entry(timestamp=2021-07-25, value=0),Entry(timestamp=2021-07-25, value=2),Entry(timestamp=2021-07-25, value=0),Entry(timestamp=2021-07-25, value=0),Entry(timestamp=2021-07-25, value=2),Entry(timestamp=2021-07-25, value=0),Entry(timestamp=2021-07-25, value=2),
2021-07-24,Entry(timestamp=2021-07-24, value=2),Entry(timestamp=2021-07-24, value=2),Entry(timestamp=2021-07-24, value=0),Entry(timestamp=2021-07-24, value=0),Entry(timestamp=2021-07-24, value=0),Entry(timestamp=2021-07-24, value=0),Entry(timestamp=2021-07-24, value=2),Entry(timestamp=2021-07-24, value=2),Entry(timestamp=2021-07-24, value=2),Entry(timestamp=2021-07-24, value=2),
2021-07-23,Entry(timestamp=2021-07-23, value=2),Entry(timestamp=2021-07-23, value=2),Entry(timestamp=2021-07-23, value=2),Entry(timestamp=2021-07-23, value=0),Entry(timestamp=2021-07-23, value=2),Entry(timestamp=2021-07-23, value=0),Entry(timestamp=2021-07-23, value=2),Entry(timestamp=2021-07-23, value=0),Entry(timestamp=2021-07-23, value=2),Entry(timestamp=2021-07-23, value=2),
2021-07-22,Entry(timestamp=2021-07-22, value=0),Entry(timestamp=2021-07-22, value=0),Entry(timestamp=2021-07-22, value=2),Entry(timestamp=2021-07-22, value=0),Entry(timestamp=2021-07-22, value=0),Entry(timestamp=2021-07-22, value=2),Entry(timestamp=2021-07-22, value=0),Entry(timestamp=2021-07-22, value=0),Entry(timestamp=2021-07-22, value=2),Entry(timestamp=2021-07-22, value=2),
2021-07-21,Entry(timestamp=2021-07-21, value=0),Entry(timestamp=2021-07-21, value=2),Entry(timestamp=2021-07-21, value=2),Entry(timestamp=2021-07-21, value=0),Entry(timestamp=2021-07-21, value=0),Entry(timestamp=2021-07-21, value=0),Entry(timestamp=2021-07-21, value=0),Entry(timestamp=2021-07-21, value=0),Entry(timestamp=2021-07-21, value=0),Entry(timestamp=2021-07-21, value=0),
2021-07-20,Entry(timestamp=2021-07-20, value=0),Entry(timestamp=2021-07-20, value=2),Entry(timestamp=2021-07-20, value=0),Entry(timestamp=2021-07-20, value=0),Entry(timestamp=2021-07-20, value=2),Entry(timestamp=2021-07-20, value=0),Entry(timestamp=2021-07-20, value=0),Entry(timestamp=2021-07-20, value=2),Entry(timestamp=2021-07-20, value=0),Entry(timestamp=2021-07-20, value=0),
2021-07-19,Entry(timestamp=2021-07-19, value=0),Entry(timestamp=2021-07-19, value=0),Entry(timestamp=2021-07-19, value=0),Entry(timestamp=2021-07-19, value=2),Entry(timestamp=2021-07-19, value=2),Entry(timestamp=2021-07-19, value=0),Entry(timestamp=2021-07-19, value=2),Entry(timestamp=2021-07-19, value=2),Entry(timestamp=2021-07-19, value=0),Entry(timestamp=2021-07-19, value=0),
2021-07-18,Entry(timestamp=2021-07-18, value=2),Entry(timestamp=2021-07-18, value=2),Entry(timestamp=2021-07-18, value=2),Entry(timestamp=2021-07-18, value=0),Entry(timestamp=2021-07-18, value=2),Entry(timestamp=2021-07-18, value=0),Entry(timestamp=2021-07-18, value=2),Entry(timestamp=2021-07-18, value=2),Entry(timestamp=2021-07-18, value=2),Entry(timestamp=2021-07-18, value=0),
2021-07-17,Entry(timestamp=2021-07-17, value=2),Entry(timestamp=2021-07-17, value=0),Entry(timestamp=2021-07-17, value=2),Entry(timestamp=2021-07-17, value=0),Entry(timestamp=2021-07-17, value=0),Entry(timestamp=2021-07-17, value=2),Entry(timestamp=2021-07-17, value=0),Entry(timestamp=2021-07-17, value=2),Entry(timestamp=2021-07-17, value=0),Entry(timestamp=2021-07-17, value=0),
2021-07-16,Entry(timestamp=2021-07-16, value=0),Entry(timestamp=2021-07-16, value=0),Entry(timestamp=2021-07-16, value=2),Entry(timestamp=2021-07-16, value=2),Entry(timestamp=2021-07-16, value=0),Entry(timestamp=2021-07-16, value=0),Entry(timestamp=2021-07-16, value=2),Entry(timestamp=2021-07-16, value=0),Entry(timestamp=2021-07-16, value=2),Entry(timestamp=2021-07-16, value=2),
2021-07-15,Entry(timestamp=2021-07-15, value=2),Entry(timestamp=2021-07-15, value=0),Entry(timestamp=2021-07-15, value=0),Entry(timestamp=2021-07-15, value=2),Entry(timestamp=2021-07-15, value=2),Entry(timestamp=2021-07-15, value=2),Entry(timestamp=2021-07-15, value=0),Entry(timestamp=2021-07-15, value=2),Entry(timestamp=2021-07-15, value=2),Entry(timestamp=2021-07-15, value=2),
2021-07-14,Entry(timestamp=2021-07-14, value=0),Entry(timestamp=2021-07-14, value=2),Entry(timestamp=2021-07-14, value=0),Entry(timestamp=2021-07-14, value=2),Entry(timestamp=2021-07-14, value=0),Entry(timestamp=2021-07-14, value=2),Entry(timestamp=2021-07-14, value=0),Entry(timestamp=2021-07-14, value=0),Entry(timestamp=2021-07-14, value=0),Entry(timestamp=2021-07-14, value=0),
2021-07-13,Entry(timestamp=2021-07-13, value=2),Entry(timestamp=2021-07-13, value=2),Entry(timestamp=2021-07-13, value=0),Entry(timestamp=2021-07-13, value=0),Entry(timestamp=2021-07-13, value=2),Entry(timestamp=2021-07-13, value=0),Entry(timestamp=2021-07-13, value=0),Entry(timestamp=2021-07-13, value=0),Entry(timestamp=2021-07-13, value=2),Entry(timestamp=2021-07-13, value=0),
2021-07-12,Entry(timestamp=2021-07-12, value=2),Entry(timestamp=2021-07-12, value=0),Entry(timestamp=2021-07-12, value=2),Entry(timestamp=2021-07-12, value=0),Entry(timestamp=2021-07-12, value=0),Entry(timestamp=2021-07-12, value=2),Entry(timestamp=2021-07-12, value=2),Entry(timestamp=2021-07-12, value=0),Entry(timestamp=2021-07-12, value=2),Entry(timestamp=2021-07-12, value=0),
2021-07-11,Entry(timestamp=2021-07-11, value=2),Entry(timestamp=2021-07-11, value=0),Entry(timestamp=2021-07-11, value=0),Entry(timestamp=2021-07-11, value=0),Entry(timestamp=2021-07-11, value=0),Entry(timestamp=2021-07-11, value=2),Entry(timestamp=2021-07-11, value=2),Entry(timestamp=2021-07-11, value=0),Entry(timestamp=2021-07-11, value=0),Entry(timestamp=2021-07-11, value=2),
2021-07-10,Entry(timestamp=2021-07-10, value=2),Entry(timestamp=2021-07-10, value=2),Entry(timestamp=2021-07-10, value=2),Entry(timestamp=2021-07-10, value=0),Entry(timestamp=2021-07-10, value=2),Entry(timestamp=2021-07-10, value=2),Entry(timestamp=2021-07-10, value=0),Entry(timestamp=2021-07-10, value=2),Entry(timestamp=2021-07-10, value=0),Entry(timestamp=2021-07-10, value=0),
2021-07-09,Entry(timestamp=2021-07-09, value=2),Entry(timestamp=2021-07-09, value=2),Entry(timestamp=2021-07-09, value=2),Entry(timestamp=2021-07-09, value=0),Entry(timestamp=2021-07-09, value=2),Entry(timestamp=2021-07-09, value=2),Entry(timestamp=2021-07-09, value=0),Entry(timestamp=2021-07-09, value=2),Entry(timestamp=2021-07-09, value=2),Entry(timestamp=2021-07-09, value=0),
2021-07-08,Entry(timestamp=2021-07-08, value=0),Entry(timestamp=2021-07-08, value=2),Entry(timestamp=2021-07-08, value=2),Entry(timestamp=2021-07-08, value=0),Entry(timestamp=2021-07-08, value=2),Entry(timestamp=2021-07-08, value=0),Entry(timestamp=2021-07-08, value=0),Entry(timestamp=2021-07-08, value=2),Entry(timestamp=2021-07-08, value=2),Entry(timestamp=2021-07-08, value=2),
2021-07-07,Entry(timestamp=2021-07-07, value=0),Entry(timestamp=2021-07-07, value=0),Entry(timestamp=2021-07-07, value=2),Entry(timestamp=2021-07-07, value=0),Entry(timestamp=2021-07-07, value=0),Entry(timestamp=2021-07-07, value=0),Entry(timestamp=2021-07-07, value=0),Entry(timestamp=2021-07-07, value=0),Entry(timestamp=2021-07-07, value=0),Entry(timestamp=2021-07-07, value=2),
2021-07-06,Entry(timestamp=2021-07-06, value=2),Entry(timestamp=2021-07-06, value=0),Entry(timestamp=2021-07-06, value=2),Entry(timestamp=2021-07-06, value=2),Entry(timestamp=2021-07-06, value=2),Entry(timestamp=2021-07-06, value=2),Entry(timestamp=2021-07-06, value=0),Entry(timestamp=2021-07-06, value=0),Entry(timestamp=2021-07-06, value=2),Entry(timestamp=2021-07-06, value=2),
2021-07-05,Entry(timestamp=2021-07-05, value=2),Entry(timestamp=2021-07-05, value=2),Entry(timestamp=2021-07-05, value=0),Entry(timestamp=2021-07-05, value=2),Entry(timestamp=2021-07-05, value=2),Entry(timestamp=2021-07-05, value=0),Entry(timestamp=2021-07-05, value=0),Entry(timestamp=2021-07-05, value=2),Entry(timestamp=2021-07-05, value=0),Entry(timestamp=2021-07-05, value=2),
2021-07-04,Entry(timestamp=2021-07-04, value=2),Entry(timestamp=2021-07-04, value=0),Entry(timestamp=2021-07-04, value=0),Entry(timestamp=2021-07-04, value=0),Entry(timestamp=2021-07-04, value=0),Entry(timestamp=2021-07-04, value=0),Entry(timestamp=2021-07-04, value=2),Entry(timestamp=2021-07-04, value=2),Entry(timestamp=2021-07-04, value=0),Entry(timestamp=2021-07-04, value=0),
2021-07-03,Entry(timestamp=2021-07-03, value=2),Entry(timestamp=2021-07-03, value=0),Entry(timestamp=2021-07-03, value=2),Entry(timestamp=2021-07-03, value=0),Entry(timestamp=2021-07-03, value=2),Entry(timestamp=2021-07-03, value=0),Entry(timestamp=2021-07-03, value=0),Entry(timestamp=2021-07-03, value=2),Entry(timestamp=2021-07-03, value=2),Entry(timestamp=2021-07-03, value=2),
2021-07-02,Entry(timestamp=2021-07-02, value=2),Entry(timestamp=2021-07-02, value=0),Entry(timestamp=2021-07-02, value=2),Entry(timestamp=2021-07-02, value=0),Entry(timestamp=2021-07-02, value=2),Entry(timestamp=2021-07-02, value=0),Entry(timestamp=2021-07-02, value=0),Entry(timestamp=2021-07-02, value=2),Entry(timestamp=2021-07-02, value=0),Entry(timestamp=2021-07-02, value=2),
2021-07-01,Entry(timestamp=2021-07-01, value=0),Entry(timestamp=2021-07-01, value=2),Entry(timestamp=2021-07-01, value=0),Entry(timestamp=2021-07-01, value=0),Entry(timestamp=2021-07-01, value=2),Entry(timestamp=2021-07-01, value=2),Entry(timestamp=2021-07-01, value=2),Entry(timestamp=2021-07-01, value=0),Entry(timestamp=2021-07-01, value=0),Entry(timestamp=2021-07-01, value=2),
2021-06-30,Entry(timestamp=2021-06-30, value=0),Entry(timestamp=2021-06-30, value=0),Entry(timestamp=2021-06-30, value=2),Entry(timestamp=2021-06-30, value=0),Entry(timestamp=2021-06-30, value=0),Entry(timestamp=2021-06-30, value=2),Entry(timestamp=2021-06-30, value=0),Entry(timestamp=2021-06-30, value=0),Entry(timestamp=2021-06-30, value=2),Entry(timestamp=2021-06-30, value=2),
2021-06-29,Entry(timestamp=2021-06-29, value=0),Entry(timestamp=2021-06-29, value=0),Entry(timestamp=2021-06-29, value=0),Entry(timestamp=2021-06-29, value=2),Entry(timestamp=2021-06-29, value=0),Entry(timestamp=2021-06-29, value=2),Entry(timestamp=2021-06-29, value=2),Entry(timestamp=2021-06-29, value=2),Entry(timestamp=2021-06-29, value=2),Entry(timestamp=2021-06-29, value=2),
2021-06-28,Entry(timestamp=2021-06-28, value=0),Entry(timestamp=2021-06-28, value=0),Entry(timestamp=2021-06-28, value=2),Entry(timestamp=2021-06-28, value=2),Entry(timestamp=2021-06-28, value=0),Entry(timestamp=2021-06-28, value=0),Entry(timestamp=2021-06-28, value=2),Entry(timestamp=2021-06-28, value=2),Entry(timestamp=2021-06-28, value=0),Entry(timestamp=2021-06-28, value=2),
2021-06-27,Entry(timestamp=2021-06-27, value=2),Entry(timestamp=2021-06-27, value=0),Entry(timestamp=2021-06-27, value=0),Entry(timestamp=2021-06-27, value=2),Entry(timestamp=2021-06-27, value=0),Entry(timestamp=2021-06-27, value=0),Entry(timestamp=2021-06-27, value=0),Entry(timestamp=2021-06-27, value=0),Entry(timestamp=2021-06-27, value=2),Entry(timestamp=2021-06-27, value=0),
2021-06-26,Entry(timestamp=2021-06-26, value=0),Entry(timestamp=2021-06-26, value=0),Entry(timestamp=2021-06-26, value=2),Entry(timestamp=2021-06-26, value=2),Entry(timestamp=2021-06-26, value=0),Entry(timestamp=2021-06-26, value=2),Entry(timestamp=2021-06-26, value=2),Entry(timestamp=2021-06-26, value=2),Entry(timestamp=2021-06-26, value=2),Entry(timestamp=2021-06-26, value=0),
2021-06-25,Entry(timestamp=2021-06-25, value=0),Entry(timestamp=2021-06-25, value=2),Entry(timestamp=2021-06-25, value=2),Entry(timestamp=2021-06-25, value=2),Entry(timestamp=2021-06-25, value=2),Entry(timestamp=2021-06-25, value=0),Entry(timestamp=2021-06-25, value=0),Entry(timestamp=2021-06-25, value=2),Entry(timestamp=2021-06-25, value=0),Entry(timestamp=2021-06-25, value=2),
2021-06-24,Entry(timestamp=2021-06-24, value=0),Entry(timestamp=2021-06-24, value=2),Entry(timestamp=2021-06-24, value=2),Entry(timestamp=2021-06-24, value=0),Entry(timestamp=2021-06-24, value=2),Entry(timestamp=2021-06-24, value=0),Entry(timestamp=2021-06-24, value=0),Entry(timestamp=2021-06-24, value=2),Entry(timestamp=2021-06-24, value=0),Entry(timestamp=2021-06-24, value=2),
